site,tag,species,dbh,height,canopy_ht,brooms,rot,Dead / Alive_v1,Dead / Alive_v2,Dead / Alive_v3,Dead / Alive_v4,Inf Location_v1,Inf Location_v2,Inf Location_v3,Inf Location_v4,Gouting_v1,Gouting_v2,Gouting_v3,Gouting_v4,Beetle_v1,Beetle_v2,Beetle_v3,Beetle_v4,NL_v1,NL_v2,NL_v3,NL_v4,NLW_v1,NLW_v2,NLW_v3,NLW_v4,NM_v1,NM_v2,NM_v3,NM_v4,NMW_v1,NMW_v2,NMW_v3,NMW_v4,NH_v1,NH_v2,NH_v3,NH_v4,NHW_v1,NHW_v2,NHW_v3,NHW_v4,SL_v1,SL_v2,SL_v3,SL_v4,SLW_v1,SLW_v2,SLW_v3,SLW_v4,SM_v1,SM_v2,SM_v3,SM_v4,SMW_v1,SMW_v2,SMW_v3,SMW_v4,SH_v1,SH_v2,SH_v3,SH_v4,SHW_v1,SHW_v2,SHW_v3,SHW_v4,Notes_v1,Notes_v2,Notes_v3,Notes_v4,WSB_v1,WSB_v2,WSB_v3,WSB_v4,infested_v1,infested_v2,infested_v3,infested_v4,new_infestation,tag_ID,unique_ID,Number,Description,GeometryType,Latitude,Longitude,Elevation,GeoidOffset,distance,tagID
EMIG,659,ABLA,10.1,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,"WBB, 3-5 yrs dead, Bent","WBB, 3-5 yrs dead, Bent","WBB, 3-5 yrs dead, Bent","WBB, 3-5 yrs dead, Bent",,,,,0,0,0,0,0,ABLA659,EMIGABLA659,2399,,Point,42.3740578,-111.553564,2216.838,,0.181119264,EMIGABLA659
EMIG,660,ABLA,9.5,44.5,3.9,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,South obstructed,South obstructed,South obstructed,South obstructed,,,,,0,0,0,0,0,ABLA660,EMIGABLA660,2400,,Point,42.37402919,-111.5534965,2213.143,,0.187475424,EMIGABLA660
EMIG,661,ABLA,11.4,55.8,0,2,0,1,1,1,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1 DB,1 DB,1 DB,1 DB,,,,,0,0,0,0,0,ABLA661,EMIGABLA661,2401,,Point,42.37402772,-111.553486,2213.582,,0.188270551,EMIGABLA661
EMIG,662,ABLA,2.8,13.5,0,1,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,"Rot in area, WOB","Rot in area, WOB","Rot in area, WOB","Rot in area, WOB",,,,,0,0,0,1,1,ABLA662,EMIGABLA662,2402,,Point,42.37405047,-111.5534417,2212.304,,0.189791783,EMIGABLA662
EMIG,663,ABLA,1.8,9.3,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA663,EMIGABLA663,2403,,Point,42.37404589,-111.5534177,2216.909,,0.191706389,EMIGABLA663
EMIG,664,ABLA,,6.8,0,3,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2 DB,2 DB,2 DB,2 DB,,,,,0,0,0,1,1,ABLA664,EMIGABLA664,2404,,Point,42.37404191,-111.5534232,2214.181,,0.191583364,EMIGABLA664
EMIG,665,ABLA,10.5,52.8,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA665,EMIGABLA665,2405,,Point,42.37407388,-111.5534347,2216.863,,0.188807834,EMIGABLA665
EMIG,666,ABLA,3,14.8,0,0,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,WOB,WOB,WOB,WOB,,,,,0,0,0,1,1,ABLA666,EMIGABLA666,2406,,Point,42.37403581,-111.5534144,2212.22,,0.192563278,EMIGABLA666
EMIG,612,ABLA,,4.8,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA612,EMIGABLA612,5325,,Point,42.37402415,-111.5534095,2218.147,-16.993,0.193634571,EMIGABLA612
EMIG,667,ABLA,1.5,10.4,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA667,EMIGABLA667,2407,,Point,42.37409524,-111.5533888,2213.194,,0.190667412,EMIGABLA667
EMIG,668,ABLA,4,20,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA668,EMIGABLA668,2408,,Point,42.37412764,-111.553425,2214.021,,0.186228786,EMIGABLA668
EMIG,669,ABLA,2.1,10.2,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA669,EMIGABLA669,2409,,Point,42.37412123,-111.5534314,2214.748,,0.186163898,EMIGABLA669
EMIG,671,ABLA,,0.7,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA671,EMIGABLA671,2411,,Point,42.37409141,-111.5534354,2214.402,,0.187684049,EMIGABLA671
EMIG,672,ABLA,2.1,11.5,0,2,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1 DB,1 DB,1 DB,1 DB,,,,,0,0,0,0,0,ABLA672,EMIGABLA672,2412,,Point,42.37408364,-111.5534487,2214.246,,0.18724889,EMIGABLA672
EMIG,673,ABLA,2.9,8.3,2.2,3,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA673,EMIGABLA673,2413,,Point,42.37408339,-111.5535715,2218.666,,0.178956129,EMIGABLA673
EMIG,674,ABLA,,1.8,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA674,EMIGABLA674,2414,,Point,42.37408753,-111.5535578,2220.712,,0.179608704,EMIGABLA674
EMIG,675,ABLA,1.8,13.8,0,0,0,1,1,1,1,0,0,BO,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,1,ABLA675,EMIGABLA675,2415,,Point,42.3741015,-111.5535781,2219.868,,0.177351279,EMIGABLA675
EMIG,676,ABLA,1.1,8.5,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,Rot in area,Rot in area,Rot in area,Rot in area,,,,,1,1,1,1,0,ABLA676,EMIGABLA676,2416,,Point,42.37410594,-111.553551,2219.301,,0.178898698,EMIGABLA676
EMIG,677,ABLA,8,43,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,1,0,0,2,0,0,0,,2,2,2,2,0,0,0,,2,2,2,2,1-2,1-2,1–1,1-1,0,2,2,2,0,0,0,,1,2,2,2,0,0,0,1-1,2,2,2,2,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA677,EMIGABLA677,2417,,Point,42.37411094,-111.5535551,2220.625,,0.178306467,EMIGABLA677
EMIG,678,ABLA,5.8,24.5,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,,0,2,2,0,0,0,0,,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA678,EMIGABLA678,2418,,Point,42.37413223,-111.5535827,2218.466,,0.175099496,EMIGABLA678
EMIG,680,ABLA,,2.2,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA680,EMIGABLA680,2420,,Point,42.37415448,-111.5535805,2219.198,,0.173872145,EMIGABLA680
EMIG,7481,ABLA,,5.5,0,2,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Rot in area,Rot in area,Rot in area,Rot in area,,,,,0,0,0,0,0,ABLA7481,EMIGABLA7481,5328,,Point,42.37411008,-111.5535654,2216.088,-16.993,0.177664463,EMIGABLA7481
EMIG,681,ABLA,2.1,10.5,0,1,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,WOB,WOB,WOB,WOB,,,,,0,0,0,1,1,ABLA681,EMIGABLA681,2421,,Point,42.37414773,-111.553394,2217.199,,0.187228434,EMIGABLA681
EMIG,682,ABLA,2.5,14,0,0,0,1,1,1,1,0,0,BO,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,1,0,1,ABLA682,EMIGABLA682,2422,,Point,42.37415441,-111.5533907,2215.613,,0.187078731,EMIGABLA682
EMIG,683,ABLA,,5.7,0,0,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,1,ABLA683,EMIGABLA683,2423,,Point,42.37413807,-111.5533725,2217.565,,0.189295555,EMIGABLA683
EMIG,684,ABLA,,6.4,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA684,EMIGABLA684,2424,,Point,42.37414385,-111.5533925,2214.022,,0.187556949,EMIGABLA684
EMIG,685,ABLA,10.6,51,0,0,0,1,1,1,1,0,BO,BO,BO,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0,2,2,2,0,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,1,1,1,1,ABLA685,EMIGABLA685,2425,,Point,42.37417395,-111.5534166,2206.414,,0.184139702,EMIGABLA685
EMIG,686,ABLA,5.8,36.6,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA686,EMIGABLA686,2426,,Point,42.37416848,-111.5534079,2210.756,,0.185064547,EMIGABLA686
EMIG,687,ABLA,3.5,18.7,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA687,EMIGABLA687,2427,,Point,42.37416934,-111.5534096,2211.988,,0.184895657,EMIGABLA687
EMIG,688,ABLA,,2.5,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA688,EMIGABLA688,2428,,Point,42.37417491,-111.5533937,2213.666,,0.185707448,EMIGABLA688
EMIG,689,ABLA,1.1,9.7,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,3.5 yrs dead,3.5 yrs dead,3.5 yrs dead,3.5 yrs dead,,,,,0,0,0,0,0,ABLA689,EMIGABLA689,2429,,Point,42.37416191,-111.5533707,2218.759,,0.188068157,EMIGABLA689
EMIG,690,ABLA,,6.3,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA690,EMIGABLA690,2430,,Point,42.37415869,-111.5533521,2216.958,,0.189568004,EMIGABLA690
EMIG,691,ABLA,12.7,61.5,7.4,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA691,EMIGABLA691,2431,,Point,42.37416514,-111.5533423,2218.628,,0.189905238,EMIGABLA691
EMIG,692,ABLA,1.1,7.9,1.6,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA692,EMIGABLA692,2432,,Point,42.37417467,-111.5533602,2216.359,,0.188102321,EMIGABLA692
EMIG,694,ABLA,2.5,10.3,2,0,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,split at bottom,split at bottom,split at bottom,split at bottom,,,,,0,0,0,1,1,ABLA694,EMIGABLA694,2434,,Point,42.37420789,-111.5533498,2217.323,,0.18703904,EMIGABLA694
EMIG,695,ABLA,1.9,6.8,1.1,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Bent top,Bent top,Bent top,Bent top,,,,,0,0,0,0,0,ABLA695,EMIGABLA695,2435,,Point,42.37421323,-111.5533549,2216.358,,0.186386396,EMIGABLA695
EMIG,696,ABLA,1.7,6.9,1.1,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Bent,Bent,Bent,Bent,,,,,0,0,0,0,0,ABLA696,EMIGABLA696,2436,,Point,42.37421423,-111.5533524,2217.971,,0.186513393,EMIGABLA696
EMIG,697,ABLA,3,15.6,0,2,0,1,1,1,1,0,BO,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,WOB,WOB,WOB,WOB,,,,,0,1,0,0,1,ABLA697,EMIGABLA697,2437,,Point,42.37422593,-111.5534009,2212.983,,0.182394184,EMIGABLA697
EMIG,698,ABLA,1.5,10.2,2.9,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA698,EMIGABLA698,2438,,Point,42.37422527,-111.5534055,2212.698,,0.182098721,EMIGABLA698
EMIG,699,ABLA,4.1,20.5,2,0,0,1,1,1,1,0,0,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,,,,,,,,,,0,0,0,1,1,ABLA699,EMIGABLA699,2439,,Point,42.37422239,-111.5534148,2213.19,,0.181585966,EMIGABLA699
EMIG,700,ABLA,3.9,20.7,0,0,0,1,1,1,1,BO,BO,BO,"BR, BO",,,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA700,EMIGABLA700,2440,,Point,42.37421736,-111.5534091,2212.386,,0.182267371,EMIGABLA700
EMIG,701,ABLA,2.1,7.4,0.6,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Broken top,Broken top,Broken top,Broken top,,,,,0,0,0,0,0,ABLA701,EMIGABLA701,2441,,Point,42.37420329,-111.553413,2211.701,,0.182757283,EMIGABLA701
EMIG,702,ABLA,2.3,13.7,2.1,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Rot in area,Rot in area,Rot in area,Rot in area,,,,,0,0,0,0,0,ABLA702,EMIGABLA702,2442,,Point,42.37420266,-111.5534144,2211.336,,0.182692083,EMIGABLA702
EMIG,703,ABLA,2,12.4,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA703,EMIGABLA703,2443,,Point,42.37416618,-111.553419,2214.625,,0.184411794,EMIGABLA703
EMIG,704,ABLA,3,14.7,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,1,1,1-0,1-0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA704,EMIGABLA704,2444,,Point,42.37417061,-111.5534192,2214.709,,0.184145443,EMIGABLA704
EMIG,705,ABLA,2,9.3,0,0,0,1,1,1,1,0,BO,0,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,1,0,1,1,ABLA705,EMIGABLA705,2445,,Point,42.37422173,-111.5534425,2213.553,,0.179637596,EMIGABLA705
EMIG,706,ABLA,,3.3,0,1,0,1,1,1,1,0,0,BO,BO,,,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,WOB,WOB,WOB,WOB,,,,,0,0,1,1,1,ABLA706,EMIGABLA706,2446,,Point,42.37420833,-111.5534432,2213.83,,0.180325914,EMIGABLA706
EMIG,707,ABLA,2.8,13.4,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA707,EMIGABLA707,2447,,Point,42.37418952,-111.5534812,2214.303,,0.178694922,EMIGABLA707
EMIG,708,ABLA,2,10.5,0,0,0,1,1,1,1,BO,"BR, BO","BR, BO","BR, BO",,,0,0,0,0,0,0,0,1,1,1,0,4-1,0,,1,2,2,2,0,2-1,2–1,2-0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,,1,0,2,1,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA708,EMIGABLA708,2448,,Point,42.37417573,-111.5534968,2215.158,,0.178396875,EMIGABLA708
EMIG,709,ABLA,1.4,9.3,0,0,0,1,1,1,1,0,0,BO,BO,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,,,,,,,,,,0,0,1,1,1,ABLA709,EMIGABLA709,2449,,Point,42.37416695,-111.5535005,2215.11,,0.178652761,EMIGABLA709
EMIG,710,ABLA,2.6,12.4,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,1,0,1,1,0,0,0,,1,2,2,2,0,0,0,,0,0,1,1,0,0,0,,0,1,1,0,0,0,0,,2,2,2,2,0,0,0,,1,1,1,0,0,0,0,,,,,,,,,,1,1,1,1,0,ABLA710,EMIGABLA710,2450,,Point,42.37417284,-111.5535112,2217.415,,0.177560403,EMIGABLA710
EMIG,711,ABLA,,3.6,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA711,EMIGABLA711,2451,,Point,42.37418105,-111.5535105,2214.686,,0.177128431,EMIGABLA711
EMIG,712,ABLA,1.3,,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,Bent,Bent - dead(injury),Bent - dead(injury),Bent - dead(injury),,,,,0,0,0,0,0,ABLA712,EMIGABLA712,2452,,Point,42.37416884,-111.5535657,2222.011,,0.174016955,EMIGABLA712
EMIG,713,ABLA,2.2,11,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA713,EMIGABLA713,2453,,Point,42.37420432,-111.5534945,2217.841,,0.17691299,EMIGABLA713
EMIG,714,ABLA,1,7.4,0,0,0,1,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,ABLA714,EMIGABLA714,2454,,Point,42.37419649,-111.5534975,2218.744,,0.177148018,EMIGABLA714
EMIG,715,ABLA,1.4,7.6,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,,–11–,–11–,,,,,1,1,1,1,0,ABLA715,EMIGABLA715,,,Point,42.37420752,-111.5534924,2216.81,,0.176879977,EMIGABLA715
EMIG,716,ABLA,1.5,8.7,0,0,0,1,1,1,1,BO,BO,BO,BO,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,,1,0,0,0,0,0,0,,,,bifur,bifur,,,,,1,1,1,1,0,ABLA716,EMIGABLA716,2455,,Point,42.37420752,-111.5534924,2216.81,,0.176879977,EMIGABLA716
EMIG,718,ABLA,3.9,19.9,0,2,0,1,1,1,1,BO,BO,BO,BO,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,0,0,0,,0,1,1,0,0,0,0,,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2 DB,2 DB,2 DB,2 DB,,,,,1,1,1,1,0,ABLA718,EMIGABLA718,2456,,Point,42.37422237,-111.5534788,2216.348,,0.177012582,EMIGABLA718
