Number,Name,Description,GeometryType,Latitude,Longitude,Elevation,GeoidOffset
3429,potr186,,Point,41.64130984,-111.4923544,2237.262,-16.903
3428,potr187,,Point,41.6412999,-111.4923335,2238.718,-16.903
3427,potr188,,Point,41.64128428,-111.4922716,2236.418,-16.903
3426,potr156,,Point,41.64114028,-111.4918842,2235.185,-16.903
3425,potr155,,Point,41.64114205,-111.4918996,2238.086,-16.903
3424,potr154,,Point,41.64110943,-111.491888,2234.552,-16.903
3423,potr153,,Point,41.64110601,-111.4919081,2232.843,-16.903
3422,psmeg46,,Point,41.64111473,-111.4919432,2238.313,-16.903
3421,potr152,,Point,41.64110544,-111.4920323,2232.63,-16.903
3420,potr151,,Point,41.64112714,-111.4921441,2234.667,-16.903
3419,psmeg45,,Point,41.64112832,-111.4922449,2233.528,-16.903
3418,potr150,,Point,41.64112659,-111.4922505,2233.643,-16.903
3417,acgr20,,Point,41.64111928,-111.4922702,2232.404,-16.903
3416,potr149,,Point,41.64111072,-111.4922883,2232.39,-16.903
3415,jusp5,,Point,41.64111677,-111.4922865,2231.558,-16.903
3414,potr148,,Point,41.6411196,-111.4923225,2231.639,-16.903
3413,potr147,,Point,41.64114939,-111.4923053,2232.4,-16.903
3412,potr146,,Point,41.64114642,-111.4923039,2232.361,-16.903
3411,potr145,,Point,41.6411774,-111.4923118,2233.327,-16.903
3410,potr144,,Point,41.64120591,-111.4923375,2234.529,-16.903
3409,potr143,,Point,41.64119393,-111.4923034,2234.125,-16.903
3408,potr142,,Point,41.64121438,-111.4922741,2233.943,-16.903
3407,potr141,,Point,41.64121512,-111.4922662,2233.924,-16.903
3406,psmeg44,,Point,41.64118389,-111.4922742,2232.175,
3404,potr140,,Point,41.64120643,-111.4922543,2231.676,-16.903
3403,potr139,,Point,41.64119805,-111.4922444,2232.22,-16.903
3402,acgr19,,Point,41.64121462,-111.4921686,2233.472,-16.903
3401,acgr18,,Point,41.64120423,-111.4921756,2233.182,-16.903
3400,jusp4,,Point,41.64118143,-111.4921651,2229.884,-16.903
3399,psmeg43,,Point,41.6411747,-111.492154,2231.858,-16.903
3398,acgr17,,Point,41.64117084,-111.4920973,2234.36,-16.903
3397,potr138,,Point,41.64114964,-111.4920428,2233.426,-16.903
3396,psmeg42,,Point,41.64115853,-111.4920659,2235.551,-16.903
3395,acgr16,,Point,41.64119595,-111.492044,2233.819,-16.903
3394,potr137,,Point,41.64116419,-111.4920385,2234.214,-16.903
3393,potr136,,Point,41.64116793,-111.4920245,2234.322,-16.903
3392,potr135,,Point,41.64117924,-111.4920072,2234.927,-16.903
3391,potr134,,Point,41.64118862,-111.4920194,2234.55,-16.903
3390,potr133,,Point,41.64118011,-111.4919094,2236.417,-16.903
3389,potr132,,Point,41.64116723,-111.4919104,2236.701,-16.903
3388,acgr16,,Point,41.6411732,-111.4918899,2236.395,-16.903
3387,potr131,,Point,41.64118522,-111.4918847,2236.424,-16.903
3386,potr130,,Point,41.64116537,-111.4918597,2235.235,-16.903
3385,potr129,,Point,41.64115534,-111.491847,2234.633,-16.903
3384,potr128,,Point,41.64113407,-111.4918282,2234.618,-16.903
3383,potr127,,Point,41.64112241,-111.4918226,2235.314,-16.903
3382,potr126,,Point,41.64110703,-111.491833,2235.838,-16.903
3381,acgr15,,Point,41.64110415,-111.491823,2236.279,-16.903
3380,potr125,,Point,41.64110524,-111.4918025,2234.218,-16.903
3379,potr124,,Point,41.64111453,-111.4917776,2230.928,-16.903
3378,psmeg41,,Point,41.64115975,-111.4917812,2233.919,-16.903
3377,psmeg40,,Point,41.64117753,-111.4918018,2235.365,-16.903
3376,psmeg39,,Point,41.64130824,-111.4917809,2237.57,-16.903
3375,potr123,,Point,41.6413312,-111.4917965,2240.378,-16.903
3374,acgr14,,Point,41.64130721,-111.4918076,2237.841,-16.903
3373,potr121,,Point,41.64131385,-111.4918239,2238.141,-16.903
3372,potr122,,Point,41.64129509,-111.4918172,2238.095,-16.903
3371,potr120,,Point,41.64130035,-111.4918386,2238.225,-16.903
3370,potr119,,Point,41.64125168,-111.4918431,2237.764,-16.903
3369,potr118,,Point,41.64123997,-111.4918259,2238.132,-16.903
3368,psmeg38,,Point,41.64119565,-111.4918459,2236.34,-16.903
3367,potr117,,Point,41.6412207,-111.4918566,2233.193,-16.903
3365,acgr13,,Point,41.64121555,-111.4918841,2232.06,-16.903
3364,potr116,,Point,41.6412003,-111.4918937,2232.089,-16.903
3363,potr115,,Point,41.64118786,-111.4918877,2231.607,-16.903
3362,potr114,,Point,41.64120003,-111.4919191,2236.817,-16.903
3361,potr113,,Point,41.64120852,-111.4919599,2234.92,-16.903
3360,potr112,,Point,41.64121018,-111.4919491,2236.426,-16.903
3359,psmeg37,,Point,41.64121222,-111.4919379,2236.303,-16.903
3358,acgr12,,Point,41.64121079,-111.4919307,2239.35,-16.903
3357,psmeg36,,Point,41.64122086,-111.4919239,2237.919,-16.903
3356,potr111,,Point,41.64123831,-111.4918885,2236.743,-16.903
3355,potr110,,Point,41.64123697,-111.491896,2236.473,-16.903
3354,potr109,,Point,41.64123946,-111.4918997,2236.194,-16.903
3353,acgr11,,Point,41.6412443,-111.491901,2236.915,-16.903
3352,potr108,,Point,41.64126487,-111.4919064,2237.048,-16.903
3351,psmeg35,,Point,41.64129114,-111.4918807,2240.431,-16.903
3350,potr107,,Point,41.64134479,-111.4918415,2240.945,-16.903
3349,potr106,,Point,41.64132646,-111.4918452,2242.349,-16.903
3348,psmeg34,,Point,41.64129888,-111.4918782,2242.987,-16.903
3347,acgr10,,Point,41.64127571,-111.4918849,2238.026,-16.903
3346,psmeg33,,Point,41.64129299,-111.491912,2237.834,-16.903
3345,potr105,,Point,41.64129953,-111.4919252,2237.382,-16.903
3344,potr104,,Point,41.6413074,-111.4919207,2238.513,-16.903
3343,potr103,,Point,41.64130554,-111.4919149,2239.808,-16.903
3342,acgr9,,Point,41.64131493,-111.4919091,2238.592,-16.903
3341,potr102,,Point,41.64135437,-111.4919179,2242.851,-16.903
3340,psmeg32,,Point,41.64135206,-111.4919359,2241.023,-16.903
3339,potr101,,Point,41.64131096,-111.4919574,2239.369,-16.903
3338,potr100,,Point,41.64130016,-111.4919648,2240.301,-16.903
3337,potr99,,Point,41.64130442,-111.4919871,2241.07,-16.903
3336,potr98,,Point,41.64130088,-111.4919807,2240.116,-16.903
3335,potr97 ,,Point,41.64130362,-111.4919815,2239.456,-16.903
3334,potr96,,Point,41.64128811,-111.4919748,2238.938,-16.903
3333,potr201,,Point,41.64127234,-111.4919642,2237.784,-16.903
3332,psmeg31,,Point,41.64127218,-111.4919735,2237.283,-16.903
3331,psmeg30,,Point,41.64126921,-111.4919909,2237.87,-16.903
3330,jusp3,,Point,41.64125973,-111.4920087,2239.052,-16.903
3329,potr95,,Point,41.64124241,-111.4921152,2236.006,-16.903
3328,potr94,,Point,41.64126049,-111.4921092,2233.717,-16.903
3327,psmeg29,,Point,41.64124014,-111.4920851,2235.359,-16.903
3326,potr93,,Point,41.64129118,-111.492063,2237.914,-16.903
3325,potr92,,Point,41.64129673,-111.4920399,2236.835,-16.903
3324,acgr8,,Point,41.64133762,-111.4920391,2239.343,-16.903
3323,potr91,,Point,41.64131798,-111.4920357,2239.892,-16.903
3322,potr90,,Point,41.6413087,-111.4920509,2239.702,-16.903
3321,potr89 ,,Point,41.64131937,-111.4920603,2239.723,-16.903
3320,potr88,,Point,41.64129464,-111.4920769,2240.993,-16.903
3319,potr87,,Point,41.64129661,-111.4921095,2240.112,-16.903
3318,psmeg28,,Point,41.64129232,-111.492121,2239.399,-16.903
3317,acgr7,,Point,41.64128034,-111.4921088,2237.069,-16.903
3316,potr86,,Point,41.64131889,-111.4921411,2238.802,-16.903
3315,psmeg27,,Point,41.64129422,-111.4921495,2238.708,-16.903
3314,acgr6,,Point,41.64131263,-111.492159,2239.805,-16.903
3313,psmeg26,,Point,41.64132514,-111.4921636,2244.157,-16.903
3312,potr85,,Point,41.64131803,-111.4922148,2239.428,-16.903
3311,potr84,,Point,41.64130242,-111.4921845,2235.969,-16.903
3310,potr83,,Point,41.64129369,-111.4921731,2236.578,-16.903
3309,psmeg25,,Point,41.64126858,-111.4921784,2236.343,-16.903
3307,potr81,,Point,41.64123754,-111.4922368,2238.01,-16.903
3306,potr80,,Point,41.64125931,-111.4922131,2239.434,-16.903
3305,psmeg24,,Point,41.64128574,-111.4922484,2240.239,-16.903
3304,potr79,,Point,41.64127996,-111.4922407,2236.27,-16.903
3303,potr78,,Point,41.64125474,-111.4922546,2235.449,-16.903
3302,potr77,,Point,41.64123568,-111.4922695,2235.192,-16.903
3301,potr76,,Point,41.64122093,-111.4922894,2233.361,-16.903
3300,potr75,,Point,41.64124513,-111.4923255,2236.49,-16.903
3299,potr74,,Point,41.64126719,-111.4922892,2236.668,-16.903
3298,potr73,,Point,41.6412861,-111.4923013,2237.399,-16.903
3297,potr72,,Point,41.64130356,-111.4922964,2238.807,-16.903
3296,potr71,,Point,41.64130943,-111.4923215,2238.093,-16.903
3295,potr70,,Point,41.6412918,-111.4923624,2236.687,-16.903
3294,potr69,,Point,41.64133976,-111.4923451,2237.72,-16.903
3293,potr68,,Point,41.6413912,-111.4923404,2238.375,-16.903
3292,potr67,,Point,41.64139993,-111.4923504,2238.363,-16.903
3291,potr66,,Point,41.64141153,-111.4923633,2240.756,-16.903
3290,potr65,,Point,41.64140997,-111.4923479,2240.495,-16.903
3289,potr64,,Point,41.64141878,-111.4923349,2240.039,-16.903
3288,potr63,,Point,41.64139426,-111.4923092,2239.637,-16.903
3287,potr62,,Point,41.64135511,-111.4923018,2238.667,-16.903
3286,potr61,,Point,41.64132889,-111.492289,2239.349,-16.903
3285,potr60,,Point,41.64133064,-111.4922808,2239.498,-16.903
3284,psmeg23,,Point,41.64133667,-111.4922694,2240.091,-16.903
3283,potr59,,Point,41.64134952,-111.4922762,2239.558,-16.903
3282,potr58,,Point,41.64136627,-111.4922502,2238.658,-16.903
3281,potr57,,Point,41.64136804,-111.4922556,2239.155,-16.903
3280,potr56,,Point,41.64140768,-111.4922301,2242.693,-16.903
3279,potr55,,Point,41.64138647,-111.4922914,2239.619,-16.903
3278,potr54,,Point,41.6414005,-111.4922845,2238.015,-16.903
3277,jusp2,,Point,41.64138382,-111.4922886,2239.98,-16.903
3276,potr53,,Point,41.64139831,-111.4922607,2240.729,-16.903
3275,psmeg22,,Point,41.64136861,-111.492215,2240.545,-16.903
3274,potr52,,Point,41.64139104,-111.4921826,2238.47,-16.903
3273,potr51,,Point,41.64133316,-111.4921141,2239.892,-16.903
3272,psmeg21,,Point,41.64134243,-111.492145,2240.591,-16.903
3271,potr50,,Point,41.6413355,-111.492104,2239.115,-16.903
3270,psmeg20,,Point,41.64142007,-111.4921012,2241.254,-16.903
3269,potr49,,Point,41.64142555,-111.4920966,2238.911,-16.903
3268,psmeg19,,Point,41.64139859,-111.492044,2237.486,-16.903
3267,potr48,,Point,41.64139654,-111.4920143,2240.598,-16.903
3266,potr47,,Point,41.64135594,-111.4919806,2239.337,-16.903
3265,psmeg18,,Point,41.64135944,-111.4919705,2238.702,-16.903
3264,potr46,,Point,41.64135975,-111.4919583,2239.093,-16.903
3263,psmeg17,,Point,41.64135712,-111.4919397,2238.841,-16.903
3262,potr45,,Point,41.64135047,-111.49191,2239.015,-16.903
3261,psmeg16,,Point,41.6413626,-111.4919055,2239.588,-16.903
3260,potr44,,Point,41.64137714,-111.4918631,2239.867,-16.903
3259,acgr5,,Point,41.64137843,-111.4918352,2240.315,-16.903
3258,acgr4,,Point,41.64134624,-111.4918533,2241.396,-16.903
3257,potr43,,Point,41.64134992,-111.4918631,2241.906,-16.903
3256,potr42,,Point,41.64135914,-111.4918035,2239.345,-16.903
3255,potr41,,Point,41.64135003,-111.491799,2237.79,-16.903
3254,acgr3,,Point,41.64139388,-111.491811,2240.441,-16.903
3253,potr40,,Point,41.64138618,-111.4917905,2241.302,-16.903
3252,potr39,,Point,41.64142415,-111.4917857,2241.758,-16.903
3251,potr38,,Point,41.64151529,-111.4917567,2246.505,-16.903
3250,potr37,,Point,41.64151831,-111.4917844,2245.86,-16.903
3249,psmeg15,,Point,41.64150059,-111.4917851,2244.198,-16.903
3248,potr36 ,,Point,41.6414867,-111.4917883,2243.165,-16.903
3247,psmeg14 ,,Point,41.64147547,-111.4917927,2243.207,-16.903
3246,potr35,,Point,41.64146957,-111.4917918,2243.415,-16.903
3245,potr34,,Point,41.64145318,-111.4918174,2240.626,-16.903
3244,acgr2,,Point,41.64147809,-111.4918182,2242.731,-16.903
3243,psmeg13,,Point,41.64145568,-111.4918441,2244.361,-16.903
3242,psmeg12,,Point,41.64147942,-111.4918427,2243.682,-16.903
3241,potr33,,Point,41.64149463,-111.4918927,2247.004,-16.903
3240,potr32,,Point,41.6414942,-111.4918402,2245.389,-16.903
3239,psmeg11,,Point,41.64149359,-111.4918136,2243.911,-16.903
3238,psmeg10,,Point,41.64153247,-111.4918075,2245.564,-16.903
3237,psmeg9,,Point,41.64152042,-111.4918087,2244.751,-16.903
3236,psmeg8,,Point,41.64150744,-111.4918341,2245.077,-16.903
3235,psmeg7,,Point,41.64151595,-111.4918557,2244.218,-16.903
3234,psmeg6,,Point,41.64154091,-111.4919104,2244.924,-16.903
3233,potr31,,Point,41.6415075,-111.4919609,2241.252,-16.903
3232,potr30,,Point,41.64149169,-111.491937,2242.493,-16.903
3231,psmeg5,,Point,41.6414707,-111.4919767,2242.706,-16.903
3230,potr29,,Point,41.64143036,-111.4920185,2239.98,-16.903
3229,potr28,,Point,41.64144526,-111.4919994,2241.22,-16.903
3228,potr27,,Point,41.6414387,-111.4920735,2241.96,-16.903
3227,potr26,,Point,41.64145413,-111.4920661,2241.615,-16.903
3226,potr25,,Point,41.64147308,-111.4920327,2240.122,-16.903
3225,psmeg4,,Point,41.64150199,-111.4920018,2243.176,-16.903
3224,acgr1,,Point,41.64149903,-111.4920229,2244.349,-16.903
3223,potr24,,Point,41.64149908,-111.4920482,2245.741,-16.903
3222,potr23,,Point,41.64151516,-111.4920743,2243.339,-16.903
3221,psmeg3,,Point,41.64150393,-111.4920741,2242.978,-16.903
3220,potr22,,Point,41.64149074,-111.4920829,2243.198,-16.903
3219,potr21,,Point,41.64147278,-111.4920869,2243.284,-16.903
3218,potr20,,Point,41.64150116,-111.4921256,2240.508,-16.903
3217,potr19,,Point,41.64151597,-111.4921395,2242.876,-16.903
3216,psmeg2 ,,Point,41.64150606,-111.4921261,2244.857,-16.903
3215,potr18,,Point,41.64144708,-111.4922345,2242.575,-16.903
3214,potr17,,Point,41.64147898,-111.4922137,2241.081,-16.903
3213,potr16,,Point,41.64149251,-111.4922161,2240.718,-16.903
3212,potr15,,Point,41.64150575,-111.4922027,2242.3,-16.903
3211,potr14,,Point,41.64149157,-111.4921609,2243.976,-16.903
3210,potr13,,Point,41.64151453,-111.4921911,2245.729,-16.903
3209,potr12,,Point,41.64152298,-111.4922851,2242.888,-16.903
3208,potr11,,Point,41.64153468,-111.492294,2242.716,-16.903
3207,potr10,,Point,41.6414329,-111.4922932,2241.293,-16.903
3206,potr9,,Point,41.64144009,-111.4923057,2241.425,-16.903
3205,potr8 ,,Point,41.64143916,-111.4923172,2241.766,-16.903
3204,potr7,,Point,41.64144184,-111.4923282,2241.801,-16.903
3203,potr6 ,,Point,41.64144787,-111.4923448,2242.867,-16.903
3202,potr5,,Point,41.64143112,-111.4923485,2241.802,-16.903
3201,potr4,,Point,41.64146039,-111.4923577,2243.591,-16.903
3200,potr3,,Point,41.64149491,-111.4923207,2244.833,-16.903
3199,psmeg1,,Point,41.64146925,-111.4923358,2244.005,-16.903
3198,potr2,,Point,41.64147084,-111.4923815,2242.554,-16.903
3197,potr1,,Point,41.64150761,-111.4923808,2241.803,-16.903
3196,1149,,Point,41.64108856,-111.4918511,2234.464,-16.903
3195,1148,,Point,41.64110969,-111.4919111,2234.152,-16.903
3194,1147,,Point,41.64109636,-111.4919474,2231.02,-16.903
3193,1146,,Point,41.64109844,-111.4919613,2230.591,-16.903
3192,1145,,Point,41.6410861,-111.4919307,2232.596,-16.903
3191,1144,,Point,41.64109039,-111.4919271,2232.206,-16.903
3190,1143,,Point,41.64109121,-111.4919282,2232.385,-16.903
3189,1142,,Point,41.64109116,-111.4919329,2233.423,-16.903
3188,1141,,Point,41.64108909,-111.4919335,2229.777,-16.903
3187,1140,,Point,41.6411061,-111.4919507,2234.757,-16.903
3186,1139,,Point,41.64110325,-111.4919597,2234.396,-16.903
3185,1138,,Point,41.64110942,-111.4919658,2234.949,-16.903
3184,1137,,Point,41.64109166,-111.4919883,2236.016,-16.903
3183,1136,,Point,41.64109629,-111.492024,2232.385,-16.903
3182,1135,,Point,41.64114224,-111.4920198,2229.183,-16.903
3181,1134,,Point,41.64114233,-111.4920147,2229.553,-16.903
3180,1133,,Point,41.64111731,-111.4920873,2234.817,-16.903
3179,1132,,Point,41.6411205,-111.4921042,2233.216,-16.903
3178,1131,,Point,41.64112371,-111.4920848,2231.06,-16.903
3177,1130,,Point,41.64112222,-111.4920855,2232.084,-16.903
3176,1129,,Point,41.64112534,-111.4920906,2231.195,-16.903
3175,1128,,Point,41.6411389,-111.4920958,2232.644,-16.903
3174,1127,,Point,41.6411311,-111.4921235,2236.405,-16.903
3173,1126,,Point,41.64111876,-111.4921419,2234.51,-16.903
,1125,,,41.64111876,-111.4921419,2234.51,-16.903
,1124,,,41.64111876,-111.4921419,2234.51,-16.903
3172,1123,,Point,41.64112894,-111.4921323,2231.782,-16.903
3171,1122,,Point,41.64111951,-111.4921537,2233.86,-16.903
3170,1121,,Point,41.64111421,-111.4921406,2231.594,-16.903
3169,1120,,Point,41.64112349,-111.4921577,2233.087,-16.903
3168,1119,,Point,41.64110622,-111.4921847,2233.11,-16.903
3167,1118,,Point,41.64112004,-111.4921854,2231.275,-16.903
3166,1117,,Point,41.64109824,-111.4922268,2229.426,-16.903
3165,1116,,Point,41.64111317,-111.4922117,2228.908,-16.903
3164,1115,,Point,41.64111043,-111.4922722,2230.12,-16.903
3163,1114,,Point,41.6410975,-111.4922851,2233.854,-16.903
3162,1113,,Point,41.64110241,-111.4922567,2231.678,-16.903
3161,1112,,Point,41.64110826,-111.4922647,2232.476,-16.903
3160,1111,,Point,41.64110494,-111.4922755,2234.067,-16.903
3159,1110,,Point,41.64111669,-111.4922637,2233.372,-16.903
3158,1109,,Point,41.64111399,-111.4922643,2232.444,-16.903
3157,1108,,Point,41.64112308,-111.492264,2235.642,-16.903
3155,1107,,Point,41.64115862,-111.492249,2233.782,-16.903
3154,1106,,Point,41.64115522,-111.4922321,2233.674,-16.903
3153,1105,,Point,41.64115508,-111.4922113,2231.591,-16.903
3152,1104,,Point,41.64118196,-111.4922457,2232.412,-16.903
3151,1103,,Point,41.64117493,-111.4922385,2232.955,-16.903
,1102,,,41.64117493,-111.4922385,2232.955,-16.903
,1101,,,41.64117493,-111.4922385,2232.955,-16.903
3150,1100,,Point,41.64120369,-111.492231,2233.588,-16.903
3149,1099,,Point,41.64117369,-111.4921822,2235.611,-16.903
,1098,,,41.64117369,-111.4921822,2235.611,-16.903
3148,1097,,Point,41.64115804,-111.4921945,2233.178,-16.903
3147,1096,,Point,41.64116319,-111.4921723,2232.917,-16.903
3146,1095,,Point,41.6411528,-111.4921674,2233.76,-16.903
3145,1094,,Point,41.64116113,-111.4919982,2236.025,-16.903
3144,1093,,Point,41.64116665,-111.4920073,2235.481,-16.903
3143,1092,,Point,41.64113809,-111.4919701,2236.378,-16.903
3142,1091,,Point,41.64113488,-111.4919739,2242.275,-16.903
3141,1090,,Point,41.64114544,-111.4919387,2236.948,-16.903
3140,1089,,Point,41.64114561,-111.4919374,2234.704,-16.903
3139,1088,,Point,41.64113922,-111.4919402,2234.758,-16.903
3138,1087,,Point,41.64113918,-111.4919423,2235.307,-16.903
3137,1086,,Point,41.6411297,-111.4919501,2234.416,-16.903
3136,1085,,Point,41.64113874,-111.4919427,2233.3,-16.903
3135,1084,,Point,41.64111841,-111.4919365,2235.989,-16.903
3134,1083,,Point,41.64112713,-111.4919209,2235.737,-16.903
3133,1082,,Point,41.6411225,-111.4919091,2234.997,-16.903
3132,1081,,Point,41.64112757,-111.491919,2235.522,-16.903
3131,1080,,Point,41.64112711,-111.4919075,2235.154,-16.903
3130,1079,,Point,41.64120896,-111.4918478,2238.14,-16.903
3129,1078,,Point,41.64120737,-111.4918163,2235.824,-16.903
3128,1077,,Point,41.6411978,-111.4917874,2238.388,-16.903
3127,1076,,Point,41.64120543,-111.4917823,2236.542,-16.903
3126,1075,,Point,41.64126217,-111.4918202,2239.91,-16.903
3125,1074,,Point,41.64127939,-111.4918123,2238.099,-16.903
3124,1073,,Point,41.64129746,-111.4917752,2238.242,-16.903
3123,1072,,Point,41.64128584,-111.4917906,2240.037,-16.903
3122,1071,,Point,41.64128203,-111.4917887,2242.131,-16.903
3121,1070,,Point,41.64130768,-111.4917997,2241.764,-16.903
3120,1069,,Point,41.64130857,-111.4918044,2240.387,-16.903
3119,1068,,Point,41.64132583,-111.4917893,2241.361,-16.903
3118,1067,,Point,41.64134156,-111.4918113,2240.537,-16.903
3117,1066,,Point,41.64133921,-111.491802,2242.019,-16.903
3116,1065,,Point,41.64134033,-111.4918204,2238.742,-16.903
3115,1064,,Point,41.64133374,-111.4918253,2239.521,-16.903
3114,1063,,Point,41.64131831,-111.4918615,2238.539,-16.903
3113,1062,,Point,41.64119613,-111.491899,2236.641,-16.903
3112,1061,,Point,41.64120062,-111.4919322,2237.361,-16.903
3111,1060,,Point,41.64126349,-111.4919463,2240.567,-16.903
3110,1041,,Point,41.6412663,-111.4919558,2238.894,-16.903
3108,1059,,Point,41.64124573,-111.4919727,2237.626,-16.903
3107,1058,,Point,41.6412021,-111.4920281,2234.883,-16.903
3106,1057,,Point,41.64120494,-111.4920331,2237.523,-16.903
3105,1056,,Point,41.64122863,-111.4920458,2235.958,-16.903
3104,1055,,Point,41.64122377,-111.4920421,2234.288,-16.903
3103,1054,,Point,41.64125676,-111.4920553,2236.872,-16.903
3101,1053,,Point,41.64130612,-111.4921065,2238.561,-16.903
3100,1052,,Point,41.6412995,-111.4920844,2235.312,-16.903
3099,1051,,Point,41.64126496,-111.4920804,2235.22,-16.903
3098,1050,,Point,41.6412051,-111.4920884,2238.176,-16.903
3097,1049,,Point,41.64119497,-111.4921389,2238.125,-16.903
3096,1048,,Point,41.6412195,-111.4921549,2234.865,-16.903
3095,1047,,Point,41.64125971,-111.4921448,2235.852,-16.903
3094,1046,,Point,41.64127701,-111.4921449,2237.836,-16.903
3093,1045,,Point,41.64129492,-111.4921409,2237.448,-16.903
3092,1044,,Point,41.64130226,-111.4921441,2238.723,-16.903
3091,1043,,Point,41.64132158,-111.4921671,2238.809,-16.903
3090,1042,,Point,41.64127464,-111.4921691,2236.248,-16.903
3088,1040,,Point,41.64127008,-111.4921853,2234.703,-16.903
3087,1039,,Point,41.64127867,-111.4922323,2237.542,-16.903
3086,1038,,Point,41.64123898,-111.4922021,2234.379,-16.903
3085,1037,,Point,41.64123014,-111.4922006,2238.481,-16.903
3084,1036,,Point,41.6412153,-111.4922168,2236.295,-16.903
3083,1035,,Point,41.64122869,-111.492243,2237.824,-16.903
3082,1034,,Point,41.64124802,-111.4922796,2235.055,-16.903
3081,1033,,Point,41.64127449,-111.4923465,2236.023,-16.903
3080,1032,,Point,41.6412556,-111.4923435,2235.826,-16.903
3079,1031,,Point,41.64124839,-111.4923151,2236.188,-16.903
3078,1030,,Point,41.64127727,-111.4923039,2237.675,-16.903
3077,1029,,Point,41.64126969,-111.4923262,2238.172,-16.903
3076,1028,,Point,41.64134643,-111.4923574,2238.724,-16.903
3075,1027,,Point,41.64135646,-111.4923419,2238.569,-16.903
,1026,,,41.64135646,-111.4923419,2238.569,-16.903
3074,1025,,Point,41.64138288,-111.4923073,2240.762,-16.903
3073,1024,,Point,41.64136288,-111.4923,2239.509,-16.903
3072,1023,,Point,41.64136739,-111.4922764,2238.928,-16.903
3071,1022,,Point,41.64131263,-111.4922634,2240.025,-16.903
3070,1021,,Point,41.64134185,-111.4921596,2239.34,-16.903
3069,1020,,Point,41.64137519,-111.4922024,2236.647,-16.903
3068,1019,,Point,41.64136708,-111.4922039,2238.071,-16.903
3067,1018,,Point,41.64142171,-111.4922823,2239.372,-16.903
3066,1017,,Point,41.64141769,-111.4922689,2239.014,-16.903
3065,1016,,Point,41.64141282,-111.4922461,2240.125,-16.903
3064,1015,,Point,41.64139549,-111.4922452,2240.365,-16.903
3063,1014,,Point,41.64139335,-111.4922033,2241.434,-16.903
3062,1013,,Point,41.64143455,-111.4922129,2237.47,-16.903
3061,1012,,Point,41.64142149,-111.4921773,2240.052,-16.903
3060,1011,,Point,41.64143535,-111.4921972,2237.755,-16.903
3059,1010,,Point,41.64141567,-111.4921591,2240.717,-16.903
3058,1009,,Point,41.64143527,-111.4921347,2242.27,-16.903
3057,1008,,Point,41.64142068,-111.4921098,2240.286,-16.903
3056,1007,,Point,41.64141068,-111.4920661,2240.91,-16.903
3055,1006,,Point,41.64139193,-111.4920439,2240.576,-16.903
3054,1005,,Point,41.64140575,-111.4920757,2245.644,-16.903
3053,1004,,Point,41.6414226,-111.492133,2243.056,-16.903
3051,1003,,Point,41.64142096,-111.4920941,2241.074,-16.903
3050,1002,,Point,41.64140188,-111.4921121,2239.183,-16.903
3049,1001,,Point,41.64138368,-111.4921226,2241.008,-16.903
3048,1000,,Point,41.64135463,-111.4921638,2239.249,-16.903
3047,999,,Point,41.64136493,-111.4921462,2241.785,-16.903
3046,998,,Point,41.64133887,-111.492131,2239.349,-16.903
3045,997,,Point,41.64134572,-111.4920712,2236.951,-16.903
,996,,,41.64134572,-111.4920712,2236.951,-16.903
,995,,,41.64134572,-111.4920712,2236.951,-16.903
,994,,,41.64134572,-111.4920712,2236.951,-16.903
3044,993,,Point,41.6413585,-111.4920604,2238.042,-16.903
3043,992,,Point,41.64136109,-111.4920659,2238.754,-16.903
3042,991,,Point,41.64137269,-111.492073,2238.214,-16.903
3040,990,,Point,41.64136079,-111.4918865,2243.683,-16.903
3039,989,,Point,41.64146665,-111.4917991,2244.903,-16.903
3038,988,,Point,41.64147928,-111.4917812,2242.242,-16.903
3037,987,,Point,41.64148541,-111.4917893,2240.911,-16.903
3036,986,,Point,41.64151062,-111.4917794,2243.56,-16.903
3035,985,,Point,41.64151157,-111.4917737,2245.138,-16.903
3034,984,,Point,41.64153371,-111.4917915,2244.577,-16.903
3033,983,,Point,41.64150758,-111.4917996,2245.158,-16.903
3032,982,,Point,41.64150803,-111.4917982,2245.596,-16.903
3031,981,,Point,41.64149019,-111.4917988,2245.152,-16.903
3030,980,,Point,41.64148741,-111.4918129,2244.024,-16.903
3029,979,,Point,41.64149238,-111.4918193,2244.193,-16.903
3028,978,,Point,41.64149773,-111.491821,2243.151,-16.903
3027,977,,Point,41.64150285,-111.4918168,2245.111,-16.903
3026,976,,Point,41.64150216,-111.491836,2242.991,-16.903
3025,975,,Point,41.64148114,-111.4918608,2243.825,-16.903
3024,974,,Point,41.64147643,-111.4918999,2245.305,-16.903
3023,973,,Point,41.64147911,-111.4920415,2242.866,-16.903
3022,972,,Point,41.64153307,-111.4919898,2245.989,-16.903
3021,971,,Point,41.64153648,-111.4920562,2244.129,-16.903
3020,970,,Point,41.64143794,-111.4920972,2241.846,-16.903
3019,969,,Point,41.64142379,-111.4920988,2243.741,-16.903
3018,968,,Point,41.64145387,-111.4920876,2242.258,-16.903
3017,967,,Point,41.64146516,-111.4920859,2240.283,-16.903
3016,966,,Point,41.64145041,-111.4920928,2243.709,-16.903
3015,965,,Point,41.64145406,-111.4921086,2243.802,-16.903
